filename,r,c,x_min,y_min,x_max,y_max,width,height
cell_r10_c17.png,10,17,920,210,986,221,66,11
cell_r10_c18.png,10,18,986,209,1051,222,65,13
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r11_c0.png,11,0,1,220,16,231,15,11
cell_r11_c1.png,11,1,16,220,229,232,213,12
cell_r11_c2.png,11,2,229,220,280,232,51,12
cell_r11_c3.png,11,3,280,220,323,232,43,12
cell_r11_c4.png,11,4,323,220,359,232,36,12
cell_r11_c5.png,11,5,359,220,390,232,31,12
cell_r11_c6.png,11,6,390,220,446,232,56,12
cell_r11_c7.png,11,7,446,220,502,232,56,12
cell_r11_c8.png,11,8,502,220,538,232,36,12
cell_r11_c9.png,11,9,538,221,571,232,33,11
cell_r11_c10.png,11,10,571,221,627,232,56,11
cell_r11_c11.png,11,11,627,221,698,232,71,11
cell_r11_c12.png,11,12,698,221,734,232,36,11
cell_r11_c13.png,11,13,734,221,767,232,33,11
cell_r11_c14.png,11,14,767,221,822,233,55,12
cell_r11_c15.png,11,15,822,221,887,233,65,12
cell_r11_c16.png,11,16,887,221,920,232,33,11
cell_r11_c17.png,11,17,920,221,986,233,66,12
cell_r11_c18.png,11,18,986,221,1051,233,65,12
cell_r12_c0.png,12,0,1,231,16,250,15,19
cell_r12_c1.png,12,1,16,231,230,250,214,19
cell_r12_c2.png,12,2,229,232,280,250,51,18
cell_r12_c3.png,12,3,279,232,323,250,44,18
cell_r12_c4.png,12,4,323,232,359,250,36,18
cell_r12_c5.png,12,5,359,232,391,250,32,18
cell_r12_c6.png,12,6,390,232,446,251,56,19
cell_r12_c7.png,12,7,446,232,502,251,56,19
cell_r12_c8.png,12,8,502,232,538,250,36,18
cell_r12_c9.png,12,9,538,232,571,250,33,18
cell_r12_c10.png,12,10,570,232,627,251,57,19
cell_r12_c11.png,12,11,627,232,698,251,71,19
cell_r12_c12.png,12,12,698,232,734,251,36,19
cell_r12_c13.png,12,13,734,232,767,251,33,19
cell_r12_c14.png,12,14,767,232,822,251,55,19
cell_r12_c15.png,12,15,822,232,887,252,65,20
cell_r12_c16.png,12,16,887,232,920,252,33,20
cell_r12_c17.png,12,17,920,232,986,252,66,20
cell_r12_c18.png,12,18,986,233,1051,251,65,18
cell_r12_c0.png,12,0,1,231,16,250,15,19
cell_r12_c1.png,12,1,16,231,230,250,214,19
cell_r12_c2.png,12,2,229,232,280,250,51,18
cell_r12_c3.png,12,3,279,232,323,250,44,18
cell_r12_c4.png,12,4,323,232,359,250,36,18
cell_r12_c5.png,12,5,359,232,391,250,32,18
cell_r12_c6.png,12,6,390,232,446,251,56,19
cell_r12_c7.png,12,7,446,232,502,251,56,19
cell_r12_c8.png,12,8,502,232,538,250,36,18
cell_r12_c9.png,12,9,538,232,571,250,33,18
cell_r12_c10.png,12,10,570,232,627,251,57,19
cell_r12_c11.png,12,11,627,232,698,251,71,19
cell_r12_c12.png,12,12,698,232,734,251,36,19
cell_r12_c13.png,12,13,734,232,767,251,33,19
cell_r12_c14.png,12,14,767,232,822,251,55,19
cell_r12_c15.png,12,15,822,232,887,252,65,20
cell_r12_c16.png,12,16,887,232,920,252,33,20
cell_r12_c17.png,12,17,920,232,986,252,66,20
cell_r12_c18.png,12,18,986,233,1051,251,65,18
cell_r12_c0.png,12,0,1,231,16,250,15,19
cell_r12_c1.png,12,1,16,231,230,250,214,19
cell_r12_c2.png,12,2,229,232,280,250,51,18
cell_r12_c3.png,12,3,279,232,323,250,44,18
cell_r12_c4.png,12,4,323,232,359,250,36,18
cell_r12_c5.png,12,5,359,232,391,250,32,18
cell_r12_c6.png,12,6,390,232,446,251,56,19
cell_r12_c7.png,12,7,446,232,502,251,56,19
cell_r12_c8.png,12,8,502,232,538,250,36,18
cell_r12_c9.png,12,9,538,232,571,250,33,18
cell_r12_c10.png,12,10,570,232,627,251,57,19
cell_r12_c11.png,12,11,627,232,698,251,71,19
cell_r12_c12.png,12,12,698,232,734,251,36,19
cell_r12_c13.png,12,13,734,232,767,251,33,19
cell_r12_c14.png,12,14,767,232,822,251,55,19
cell_r12_c15.png,12,15,822,232,887,252,65,20
cell_r12_c16.png,12,16,887,232,920,252,33,20
cell_r12_c17.png,12,17,920,232,986,252,66,20
cell_r12_c18.png,12,18,986,233,1051,251,65,18
cell_r12_c0.png,12,0,1,231,16,250,15,19
cell_r12_c1.png,12,1,16,231,230,250,214,19
cell_r12_c2.png,12,2,229,232,280,250,51,18
cell_r12_c3.png,12,3,279,232,323,250,44,18
cell_r12_c4.png,12,4,323,232,359,250,36,18
cell_r12_c5.png,12,5,359,232,391,250,32,18
cell_r12_c6.png,12,6,390,232,446,251,56,19
cell_r12_c7.png,12,7,446,232,502,251,56,19
cell_r12_c8.png,12,8,502,232,538,250,36,18
cell_r12_c9.png,12,9,538,232,571,250,33,18
cell_r12_c10.png,12,10,570,232,627,251,57,19
cell_r12_c11.png,12,11,627,232,698,251,71,19
cell_r12_c12.png,12,12,698,232,734,251,36,19
cell_r12_c13.png,12,13,734,232,767,251,33,19
cell_r12_c14.png,12,14,767,232,822,251,55,19
cell_r12_c15.png,12,15,822,232,887,252,65,20
cell_r12_c16.png,12,16,887,232,920,252,33,20
cell_r12_c17.png,12,17,920,232,986,252,66,20
cell_r12_c18.png,12,18,986,233,1051,251,65,18
cell_r12_c0.png,12,0,1,231,16,250,15,19
cell_r12_c1.png,12,1,16,231,230,250,214,19
cell_r12_c2.png,12,2,229,232,280,250,51,18
cell_r12_c3.png,12,3,279,232,323,250,44,18
cell_r12_c4.png,12,4,323,232,359,250,36,18
cell_r12_c5.png,12,5,359,232,391,250,32,18
cell_r12_c6.png,12,6,390,232,446,251,56,19
cell_r12_c7.png,12,7,446,232,502,251,56,19
cell_r12_c8.png,12,8,502,232,538,250,36,18
cell_r12_c9.png,12,9,538,232,571,250,33,18
cell_r12_c10.png,12,10,570,232,627,251,57,19
cell_r12_c11.png,12,11,627,232,698,251,71,19
cell_r12_c12.png,12,12,698,232,734,251,36,19
cell_r12_c13.png,12,13,734,232,767,251,33,19
cell_r12_c14.png,12,14,767,232,822,251,55,19
cell_r12_c15.png,12,15,822,232,887,252,65,20
cell_r12_c16.png,12,16,887,232,920,252,33,20
cell_r12_c17.png,12,17,920,232,986,252,66,20
cell_r12_c18.png,12,18,986,233,1051,251,65,18
cell_r12_c0.png,12,0,1,231,16,250,15,19
cell_r12_c1.png,12,1,16,231,230,250,214,19
cell_r12_c2.png,12,2,229,232,280,250,51,18
cell_r12_c3.png,12,3,279,232,323,250,44,18
cell_r12_c4.png,12,4,323,232,359,250,36,18
cell_r12_c5.png,12,5,359,232,391,250,32,18
cell_r12_c6.png,12,6,390,232,446,251,56,19
cell_r12_c7.png,12,7,446,232,502,251,56,19
cell_r12_c8.png,12,8,502,232,538,250,36,18
cell_r12_c9.png,12,9,538,232,571,250,33,18
cell_r12_c10.png,12,10,570,232,627,251,57,19
cell_r12_c11.png,12,11,627,232,698,251,71,19
cell_r12_c12.png,12,12,698,232,734,251,36,19
cell_r12_c13.png,12,13,734,232,767,251,33,19
cell_r12_c14.png,12,14,767,232,822,251,55,19
cell_r12_c15.png,12,15,822,232,887,252,65,20
cell_r12_c16.png,12,16,887,232,920,252,33,20
cell_r12_c17.png,12,17,920,232,986,252,66,20
cell_r12_c18.png,12,18,986,233,1051,251,65,18
cell_r12_c0.png,12,0,1,231,16,250,15,19
cell_r12_c1.png,12,1,16,231,230,250,214,19
cell_r12_c2.png,12,2,229,232,280,250,51,18
cell_r12_c3.png,12,3,279,232,323,250,44,18
cell_r12_c4.png,12,4,323,232,359,250,36,18
cell_r12_c5.png,12,5,359,232,391,250,32,18
cell_r12_c6.png,12,6,390,232,446,251,56,19
cell_r12_c7.png,12,7,446,232,502,251,56,19
cell_r12_c8.png,12,8,502,232,538,250,36,18
cell_r12_c9.png,12,9,538,232,571,250,33,18
cell_r12_c10.png,12,10,570,232,627,251,57,19
cell_r12_c11.png,12,11,627,232,698,251,71,19
cell_r12_c12.png,12,12,698,232,734,251,36,19
cell_r12_c13.png,12,13,734,232,767,251,33,19
cell_r12_c14.png,12,14,767,232,822,251,55,19
cell_r12_c15.png,12,15,822,232,887,252,65,20
cell_r12_c16.png,12,16,887,232,920,252,33,20
cell_r12_c17.png,12,17,920,232,986,252,66,20
cell_r12_c18.png,12,18,986,233,1051,251,65,18
cell_r12_c0.png,12,0,1,231,16,250,15,19
cell_r12_c1.png,12,1,16,231,230,250,214,19
cell_r12_c2.png,12,2,229,232,280,250,51,18
cell_r12_c3.png,12,3,279,232,323,250,44,18
cell_r12_c4.png,12,4,323,232,359,250,36,18
cell_r12_c5.png,12,5,359,232,391,250,32,18
cell_r12_c6.png,12,6,390,232,446,251,56,19
cell_r12_c7.png,12,7,446,232,502,251,56,19
cell_r12_c8.png,12,8,502,232,538,250,36,18
cell_r12_c9.png,12,9,538,232,571,250,33,18
cell_r12_c10.png,12,10,570,232,627,251,57,19
cell_r12_c11.png,12,11,627,232,698,251,71,19
cell_r12_c12.png,12,12,698,232,734,251,36,19
cell_r12_c13.png,12,13,734,232,767,251,33,19
cell_r12_c14.png,12,14,767,232,822,251,55,19
cell_r12_c15.png,12,15,822,232,887,252,65,20
cell_r12_c16.png,12,16,887,232,920,252,33,20
cell_r12_c17.png,12,17,920,232,986,252,66,20
cell_r12_c18.png,12,18,986,233,1051,251,65,18
cell_r12_c0.png,12,0,1,231,16,250,15,19
